title,url,date,wordCount,legacyCategories,legacyTags,controlledTags,needsTagReview
Still Other Humans Who Became Gods: In Jesus’ Time!,https://ehrmanblog.org/still-other-humans-who-became-gods-in-jesus-time/,"January 16, 2021",1354,early-christian-doctrine; greco-roman-religions-and-culture,,greco-roman-world; historical-jesus; christology,False
Could a Human Become a God in the Ancient World?,https://ehrmanblog.org/could-a-human-become-a-god-in-the-ancient-world/,"January 14, 2021",1188,greco-roman-religions-and-culture; historical-jesus,,greco-roman-world; historical-jesus; faith-doubt-belief,False
Were Ancient Pagans Sometimes Monotheists?,https://ehrmanblog.org/were-ancient-pagans-sometimes-monotheists/,"January 13, 2021",1406,greco-roman-religions-and-culture,,greco-roman-world,False
Were Ancient Israelites Actually Monotheists?,https://ehrmanblog.org/were-ancient-israelites-actually-monotheists/,"January 12, 2021",1206,hebrew-bible-old-testament,,hebrew-bible-judaism,False
Platinum Guest Post by Steve Sutter:  The Buddhist Influence on the Gospel of Luke,https://ehrmanblog.org/platinum-guest-post-by-steve-sutter-the-buddhist-influence-on-the-gospel-of-luke/,"January 11, 2021",1087,canonical-gospels,platinum,canonical-gospels; blog-community,False
"The God Jesus, In Competition",https://ehrmanblog.org/the-god-jesus-in-competition/,"January 10, 2021",1391,barts-biography; early-christian-doctrine; greco-roman-religions-and-culture,,greco-roman-world; historical-jesus; christology; faith-doubt-belief; personal-autobiographical,False
Gold Members Only Audio Q&A,https://ehrmanblog.org/gold-members-only-audio-qa/,"January 9, 2021",247,public-forum,gold; platinum,blog-community,False
Platinum Members Webinar!,https://ehrmanblog.org/platinum-members-webinar/,"January 9, 2021",253,platinums,platinum,blog-community,False
One of the Most Significant Passages in the NT: Paul’s Christ Poem,https://ehrmanblog.org/one-of-the-most-significant-passages-in-the-nt-pauls-christ-poem/,"January 9, 2021",1034,early-christian-doctrine; paul-and-his-letters,,paul-and-letters; christology,False
How the Trinity Got Into the New Testament: Part 2,https://ehrmanblog.org/how-the-trinity-got-into-the-new-testament-part-2/,"January 9, 2021",1864,catholic-epistles; early-christian-doctrine; new-testament-manuscripts,,paul-and-letters; christology; textual-criticism,False
How the Trinity Got Into the New Testament,https://ehrmanblog.org/how-the-trinity-got-into-the-new-testament/,"January 7, 2021",1274,early-christian-doctrine; new-testament-manuscripts,,christology; textual-criticism,False
Is the Trinity in the Bible?,https://ehrmanblog.org/is-the-trinity-in-the-bible/,"January 6, 2021",493,early-christian-doctrine; heresy-and-orthodoxy; public-forum,,hebrew-bible-judaism; christology; heresy-orthodoxy; canon-and-scripture,False
No Virgin Births?  Then How Were Demi-gods Born In Antiquity?,https://ehrmanblog.org/no-virgin-births-then-how-were-demi-gods-born-in-antiquity/,"January 5, 2021",1200,greco-roman-religions-and-culture,,greco-roman-world,False
What About All Those *Other* Virgin Births in Antiquity?,https://ehrmanblog.org/what-about-all-those-other-virgin-births-in-antiquity/,"January 3, 2021",974,book-discussions; canonical-gospels; greco-roman-religions-and-culture,,canonical-gospels; greco-roman-world; book-discussion,False
With Respect to Others Who Did Not Like My Newsweek Article,https://ehrmanblog.org/with-respect-to-others-who-did-not-like-my-newsweek-article/,"January 2, 2021",1093,barts-critics; canonical-gospels,,canonical-gospels; debates-and-critics,False
"The Blog Year in Review, 2020",https://ehrmanblog.org/the-blog-year-in-review-2020/,"December 31, 2020",1183,public-forum,,blog-community,False
Responses to my Newsweek Article on Jesus,https://ehrmanblog.org/responses-to-my-newsweek-article-on-jesus/,"December 30, 2020",1096,barts-critics; canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels; debates-and-critics,False
Love Your Neighbor as Yourself.  Platinum Post by Marie Wiley,https://ehrmanblog.org/love-your-neighbor-as-yourself-platinum-post-by-marie-wiley/,"December 29, 2020",1894,historical-jesus,platinum,historical-jesus; blog-community,False
Where is the Virgin Birth in John?,https://ehrmanblog.org/where-is-the-virgin-birth-in-john/,"December 28, 2020",1263,canonical-gospels,,canonical-gospels,False
Does the Gospel of Mark Deny a Virgin Birth?,https://ehrmanblog.org/does-the-gospel-of-mark-deny-a-virgin-birth/,"December 27, 2020",1355,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus,False
Want To See My New Book Manuscript?  A Blog Fundraiser,https://ehrmanblog.org/want-to-see-my-new-book-manuscript-a-blog-fundraiser/,"December 26, 2020",506,public-forum,,textual-criticism; book-discussion; blog-community,False
Christmas 2020,https://ehrmanblog.org/christmas-2020/,"December 25, 2020",1260,public-forum; reflections-ruminations,,faith-doubt-belief; personal-autobiographical,False
Was Jesus Born in Bethlehem?  Luke’s Version.,https://ehrmanblog.org/was-jesus-born-in-bethlehem-lukes-version/,"December 24, 2020",1040,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus,False
Was Jesus Born in Bethlehem?  Matthew’s Version….,https://ehrmanblog.org/was-jesus-born-in-bethlehem-matthews-version/,"December 23, 2020",1225,canonical-gospels; history-of-biblical-scholarship,,canonical-gospels; historical-jesus; historical-method; teaching-scholarship,False
Do Christians Have to Believe in the Virgin Birth?,https://ehrmanblog.org/do-christians-have-to-believe-in-the-virgin-birth/,"December 20, 2020",1241,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus,False
My Article on Christmas in Newsweek: Part 2,https://ehrmanblog.org/my-article-on-christmas-in-newsweek-part-2/,"December 19, 2020",1242,public-forum,,,True
My Article on Christmas in Newsweek,https://ehrmanblog.org/my-article-on-christmas-in-newsweek/,"December 17, 2020",1372,historical-jesus,,historical-jesus,False
Christmas from a Historical Point of View,https://ehrmanblog.org/christmas-from-a-historical-point-of-view/,"December 16, 2020",924,historical-jesus,,historical-jesus,False
A Holiday Season Request!,https://ehrmanblog.org/a-holiday-season-request/,"December 15, 2020",575,public-forum,,,True
An Apocryphal Story of Mary’s Conception of Jesus,https://ehrmanblog.org/an-apocryphal-story-of-marys-conception-of-jesus/,"December 15, 2020",1394,canonical-gospels; early-christian-apocrypha; early-christian-writings,,christian-apocrypha; canonical-gospels; early-christianity,False
A Different Account of Joseph and Mary!,https://ehrmanblog.org/a-different-account-of-joseph-and-mary/,"December 13, 2020",1677,canonical-gospels; early-christian-apocrypha; early-christian-writings,,canonical-gospels; christian-apocrypha; early-christianity,False
Is Suffering a Problem for Those Who Suffer?,https://ehrmanblog.org/is-suffering-a-problem-for-those-who-suffer/,"December 12, 2020",1099,reflections-ruminations,,faith-doubt-belief; suffering-and-evil; personal-autobiographical,False
How Then Can We Believe?,https://ehrmanblog.org/how-then-can-we-believe/,"December 10, 2020",1328,book-discussions; reflections-ruminations,,faith-doubt-belief; personal-autobiographical; book-discussion,False
Facing the Problem of Suffering Head-on,https://ehrmanblog.org/facing-the-problem-of-suffering-head-on/,"December 9, 2020",1423,reflections-ruminations,,faith-doubt-belief; suffering-and-evil; personal-autobiographical,False
Are You Interested in a Platinum Membership?,https://ehrmanblog.org/are-you-interested-in-a-platinum-membership/,"December 8, 2020",1064,public-forum,,blog-community,False
Human Suffering and the Christian Faith,https://ehrmanblog.org/human-suffering-and-the-christian-faith/,"December 6, 2020",1640,barts-biography; reflections-ruminations,,faith-doubt-belief; suffering-and-evil; personal-autobiographical,False
My Struggle With Why There Is Suffering,https://ehrmanblog.org/my-struggle-with-why-there-is-suffering/,"December 5, 2020",1315,reflections-ruminations,,faith-doubt-belief; suffering-and-evil; personal-autobiographical,False
Paul Dictated His Letters: How Does *That* Complicate Finding an Original?,https://ehrmanblog.org/paul-dictated-his-letters-how-does-that-complicate-finding-an-original/,"December 3, 2020",939,new-testament-manuscripts; paul-and-his-letters,,paul-and-letters; textual-criticism,False
Why Finding an “Original” Text is So Unexpectedly Complicated,https://ehrmanblog.org/why-finding-an-original-text-is-so-unexpectedly-complicated/,"December 2, 2020",1092,new-testament-manuscripts; paul-and-his-letters,,paul-and-letters; textual-criticism,False
What Does It Even Mean to Have an “Original” of An Ancient Writing?,https://ehrmanblog.org/what-does-it-even-mean-to-have-an-original-of-an-ancient-writing/,"December 1, 2020",1273,new-testament-manuscripts; paul-and-his-letters,,paul-and-letters; textual-criticism,False
Could Paul’s Letter to the Philippians be TWO Letters?,https://ehrmanblog.org/could-pauls-letter-to-the-philippians-be-two-letters/,"November 29, 2020",1316,paul-and-his-letters,,paul-and-letters,False
A Fund-Raising Webinar:  What Can We Really Know about the Birth of Jesus??,https://ehrmanblog.org/a-fund-raising-webinar-what-can-we-really-know-about-the-birth-of-jesus/,"November 27, 2020",537,public-forum,,historical-jesus; blog-community,False
Do We Have Paul’s Original Letter to the Philippians?,https://ehrmanblog.org/do-we-have-pauls-original-letter-to-the-philippians/,"November 27, 2020",1391,new-testament-manuscripts; paul-and-his-letters; readers-questions,,paul-and-letters; textual-criticism; reader-questions,False
Thanksgiving 2020,https://ehrmanblog.org/thanksgiving-2020/,"November 26, 2020",965,reflections-ruminations,,faith-doubt-belief; personal-autobiographical,False
Christian Manuscripts Used for Magic?,https://ehrmanblog.org/christian-manuscripts-used-for-magic/,"November 25, 2020",2125,new-testament-manuscripts,,textual-criticism,False
What Really Happened at Jesus’ Trial Before Pilate?,https://ehrmanblog.org/what-really-happened-at-jesus-trial-before-pilate/,"November 23, 2020",1438,canonical-gospels; historical-jesus; readers-questions,,historical-jesus; canonical-gospels; reader-questions,False
Some Feedback on the New Blog ??,https://ehrmanblog.org/some-feedback-on-the-new-blog/,"November 22, 2020",338,public-forum,,blog-community,False
“Oral” Changes in the Christian Bible?,https://ehrmanblog.org/oral-changes-in-the-christian-bible/,"November 22, 2020",1369,new-testament-manuscripts; readers-questions,,hebrew-bible-judaism; canon-and-scripture; textual-criticism; reader-questions,False
On Ignorant Critics…,https://ehrmanblog.org/on-ignorant-critics/,"November 20, 2020",1445,barts-critics; barts-biography,,debates-and-critics; personal-autobiographical,False
Why Scribes Changed Their Manuscripts,https://ehrmanblog.org/why-scribes-changed-their-manuscripts/,"November 19, 2020",1215,new-testament-manuscripts,,textual-criticism,False
Peter and Mary Magdalene in Competition,https://ehrmanblog.org/peter-and-mary-magdalene-in-competition/,"November 18, 2020",1206,early-christian-apocrypha; women-in-early-christianity,,christian-apocrypha; women-gender-sexuality,False
Is Mary Magdalene the Founder of Christianity?,https://ehrmanblog.org/is-mary-magdalene-the-founder-of-christianity/,"November 16, 2020",1181,canonical-gospels; women-in-early-christianity,,canonical-gospels; women-gender-sexuality,False
Women Apostles in Early Christianity,https://ehrmanblog.org/women-apostles-in-early-christianity/,"November 15, 2020",1035,history-of-christianity-100-300ce; paul-and-his-letters; women-in-early-christianity,,early-christianity; paul-and-letters; church-history; women-gender-sexuality,False
The Gospel of Mary Magdalene,https://ehrmanblog.org/the-gospel-of-mary-magdalene/,"November 13, 2020",1070,early-christian-apocrypha; women-in-early-christianity,,christian-apocrypha; canonical-gospels; women-gender-sexuality,False
666: The Number of the Beast,https://ehrmanblog.org/666-the-number-of-the-beast-2/,"November 12, 2020",904,revelation-of-john,,acts-and-revelation; canonical-gospels,False
The Number 666 in the Context of the Book of Revelation,https://ehrmanblog.org/the-number-666-in-the-context-of-the-book-of-revelation/,"November 11, 2020",1263,revelation-of-john,,acts-and-revelation; canonical-gospels; book-discussion,False
Interested in Volunteering for the Blog?,https://ehrmanblog.org/interested-in-volunteering-for-the-blog/,"November 11, 2020",321,public-forum,,blog-community,False
Luke and Matthew at Odds: The Genealogies,https://ehrmanblog.org/luke-and-matthew-at-odds-the-genealogies/,"November 9, 2020",1134,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus,False
Another Unusual Feature of Matthew’s Genealogy: The Women!,https://ehrmanblog.org/another-unusual-feature-of-matthews-genealogy-the-women/,"November 8, 2020",831,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus; women-gender-sexuality,False
A Numerical Puzzle in Matthew’s Genealogy,https://ehrmanblog.org/a-numerical-puzzle-in-matthews-genealogy/,"November 7, 2020",781,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus,False
Curiosities and Puzzles from the Very First Passage of the New Testament,https://ehrmanblog.org/curiosities-and-puzzles-from-the-very-first-passage-of-the-new-testament/,"November 5, 2020",1336,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus,False
Ancient Numerical Interpretations of the Bible,https://ehrmanblog.org/ancient-numerical-interpretations-of-the-bible/,"November 4, 2020",1258,early-christian-writings; readers-questions,,early-christianity; hebrew-bible-judaism; canon-and-scripture; reader-questions,False
Comments on the Blog,https://ehrmanblog.org/comments-on-the-blog/,"November 3, 2020",604,public-forum,,blog-community,False
Why Do Some People Make Such Bad Arguments for the Superiority of their Religion?,https://ehrmanblog.org/why-do-some-people-make-such-bad-arguments-for-the-superiority-of-their-religion/,"November 2, 2020",1633,reflections-ruminations,,faith-doubt-belief; personal-autobiographical,False
"Speaking Event This Thursday and Friday (4 lectures, remote)",https://ehrmanblog.org/speaking-event-this-thursday-and-friday-4-lectures-remote/,"November 1, 2020",82,public-forum,,,True
Are the Gospels Right?  Did Pilate Really Release a Prisoner at Passover?,https://ehrmanblog.org/are-the-gospels-right-did-pilate-really-release-a-prisoner-at-passover/,"November 1, 2020",1154,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus,False
Where Did the Idea of a “Suffering Messiah” Come From?,https://ehrmanblog.org/where-did-the-idea-of-a-suffering-messiah-come-from/,"October 30, 2020",2388,early-judaism; historical-jesus; readers-questions,,historical-jesus; hebrew-bible-judaism; suffering-and-evil; reader-questions,False
How Hard It is To Become an Agnostic….,https://ehrmanblog.org/how-hard-it-is-to-become-an-agnostic/,"October 29, 2020",1210,barts-biography; reflections-ruminations,,faith-doubt-belief; personal-autobiographical,False
Did Jesus’ Disciple John Write the Gospel of “John”?,https://ehrmanblog.org/did-jesus-disciple-john-write-the-gospel-of-john/,"October 28, 2020",1349,public-forum,,canonical-gospels; historical-jesus,False
How Were the Gnostic Gospels Discovered?,https://ehrmanblog.org/how-were-the-gnostic-gospels-discovered/,"October 26, 2020",1451,heresy-and-orthodoxy; history-of-christianity-100-300ce; readers-questions,,early-christianity; christian-apocrypha; church-history; heresy-orthodoxy; reader-questions,False
How Do Popular Books Get Their Titles?,https://ehrmanblog.org/how-do-popular-books-get-their-titles/,"October 25, 2020",1047,book-discussions,,book-discussion,False
My Privileged View of Suffering,https://ehrmanblog.org/my-privileged-view-of-suffering/,"October 23, 2020",1095,public-forum,dinesh-dsouza; suffering,suffering-and-evil,False
The Original Blog Post!!  Misquoting Misquoting Jesus!,https://ehrmanblog.org/the-original-blog-post-misquoting-misquoting-jesus/,"October 22, 2020",1834,barts-debates; book-discussions; new-testament-manuscripts,,historical-jesus; textual-criticism; book-discussion; debates-and-critics,False
Welcome to the New Blog Site!,https://ehrmanblog.org/welcome-to-the-new-blog-site/,"October 21, 2020",1181,public-forum,,blog-community,False
Who Would Die for a Lie?,https://ehrmanblog.org/who-would-die-for-a-lie/,"October 12, 2020",1164,historical-jesus; readers-questions,,historical-jesus; reader-questions,False
What Happens When Your Beliefs Contradict What You Have To Teach?  Readers’ Mailbag,https://ehrmanblog.org/what-happens-when-your-beliefs-contradict-what-you-have-to-teach-readers-mailbag/,"October 11, 2020",1442,public-forum; readers-questions; reflections-ruminations,,faith-doubt-belief; reader-questions; personal-autobiographical,False
A Major Blog Announcement!!,https://ehrmanblog.org/a-major-blog-announcement/,"October 9, 2020",1064,public-forum,,blog-community,False
"John, the Bedbugs, and Miracles that Convert",https://ehrmanblog.org/john-the-bedbugs-and-miracles-that-convert/,"October 8, 2020",1013,early-christian-apocrypha,,christian-apocrypha; canonical-gospels; spread-of-christianity; miracles,False
Who Would *Invent* the Idea that Women (?!) Discovered Jesus’ Empty Tomb?,https://ehrmanblog.org/who-would-invent-the-idea-that-women-discovered-jesus-empty-tomb/,"October 7, 2020",1303,canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels; resurrection; women-gender-sexuality,False
A Celebratory Moment for the Blog,https://ehrmanblog.org/a-celebratory-moment-for-the-blog/,"October 5, 2020",595,public-forum,,blog-community,False
Hard Evidence that the Book of Acts was Written by an Eyewitness?,https://ehrmanblog.org/hard-evidence-that-the-book-of-acts-was-written-by-an-eyewitness/,"October 4, 2020",1790,acts-of-the-apostles; paul-and-his-letters; public-forum,,acts-and-revelation; paul-and-letters; historical-method; book-discussion,False
Why Believe in God?,https://ehrmanblog.org/why-believe-in-god/,"October 2, 2020",1616,reflections-ruminations,,faith-doubt-belief; personal-autobiographical,False
The Roman Standards Worship Jesus?  From the Gospel of Nicodemus,https://ehrmanblog.org/the-roman-standards-worship-jesus-from-the-gospel-of-nicodemus/,"October 1, 2020",1353,early-christian-apocrypha,,christian-apocrypha; canonical-gospels; greco-roman-world,False
A Gospel of Nicodemus?,https://ehrmanblog.org/a-gospel-of-nicodemus/,"September 30, 2020",1689,early-christian-apocrypha,,christian-apocrypha; canonical-gospels,False
Another Important Evangelical Charity: Guest Post by Robin Jones,https://ehrmanblog.org/another-important-evangelical-charity-guest-post-by-robin-jones/,"September 28, 2020",1725,public-forum,,,True
The Tragedy Behind My Teaching Position,https://ehrmanblog.org/the-tragedy-behind-my-teaching-position/,"September 27, 2020",1367,barts-biography,,personal-autobiographical; teaching-scholarship,False
Some Intriguing Selections from the Gospel of Peter,https://ehrmanblog.org/some-intriguing-selections-from-the-gospel-of-peter/,"September 25, 2020",678,early-christian-apocrypha; historical-jesus,,christian-apocrypha; historical-jesus; canonical-gospels,False
A Very Odd Saying of Jesus,https://ehrmanblog.org/a-very-odd-saying-of-jesus/,"September 24, 2020",1062,early-christian-apocrypha; historical-jesus,,historical-jesus; christian-apocrypha,False
And Now: The Gospel of Peter!,https://ehrmanblog.org/and-now-the-gospel-of-peter/,"September 23, 2020",1409,early-christian-apocrypha,,christian-apocrypha; canonical-gospels,False
Jesus’ Twin Brother?  Really?  Readers’ Mailbag,https://ehrmanblog.org/jesus-twin-brother-really-readers-mailbag/,"September 21, 2020",935,early-christian-apocrypha; historical-jesus,,historical-jesus; christian-apocrypha; reader-questions,False
Inclusive Language in Bible Translation?,https://ehrmanblog.org/inclusive-language-in-bible-translation/,"September 20, 2020",1204,history-of-biblical-scholarship; reflections-ruminations,,hebrew-bible-judaism; faith-doubt-belief; canon-and-scripture; translation; historical-method; personal-autobiographical; teaching-scholarship,False
Translating the Bible (and other ancient texts),https://ehrmanblog.org/translating-the-bible-and-other-ancient-texts/,"September 18, 2020",1095,reflections-ruminations,,hebrew-bible-judaism; faith-doubt-belief; canon-and-scripture; personal-autobiographical,False
The Secret Message of the Gospel of Thomas,https://ehrmanblog.org/the-secret-message-of-the-gospel-of-thomas/,"September 17, 2020",1319,early-christian-apocrypha,,christian-apocrypha; canonical-gospels,False
The Gospel of Thomas: Some Basic Information,https://ehrmanblog.org/the-gospel-of-thomas-some-basic-information/,"September 16, 2020",1010,early-christian-apocrypha,,christian-apocrypha; canonical-gospels,False
Our Most Important Gospel from Outside the NT: The Gospel of Thomas,https://ehrmanblog.org/our-most-important-gospel-from-outside-the-nt-the-gospel-of-thomas/,"September 14, 2020",1536,early-christian-apocrypha; early-christian-writings,,christian-apocrypha; early-christianity; canonical-gospels,False
Gospel Questions and Problems,https://ehrmanblog.org/gospel-questions-and-problems/,"September 13, 2020",1210,canonical-gospels; public-forum,,canonical-gospels; reader-questions,False
An Unusual Podcast Interview with a Muslim about How I Debate.  Check This One Out!,https://ehrmanblog.org/an-unusual-podcast-interview-with-a-muslim-about-how-i-debate-check-this-one-out/,"September 11, 2020",503,barts-debates; public-forum; video-media,,media-video; debates-and-critics,False
Jesus’ Death in Mark and Luke: Why Don’t They Agree?,https://ehrmanblog.org/jesus-death-in-mark-and-luke-why-dont-they-agree/,"September 10, 2020",1055,canonical-gospels,,canonical-gospels; historical-jesus,False
All Day Seminar (Online) for the Smithsonian: This Saturday!,https://ehrmanblog.org/all-day-seminar-online-for-the-smithsonian-this-saturday/,"September 9, 2020",393,afterlife; public-forum,,afterlife,False
The Calm and Collected Jesus,https://ehrmanblog.org/the-calm-and-collected-jesus/,"September 7, 2020",1115,canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels,False
The Earliest Infancy Gospel:  Some of the Critical Problems,https://ehrmanblog.org/the-earliest-infancy-gospel-some-of-the-critical-problems/,"September 6, 2020",1442,early-christian-apocrypha,,christian-apocrypha; canonical-gospels; debates-and-critics,False
Jesus as a Boy?   The Infancy Gospel of Thomas,https://ehrmanblog.org/jesus-as-a-boy-the-infancy-gospel-of-thomas/,"September 4, 2020",1411,early-christian-apocrypha,,christian-apocrypha; canonical-gospels; historical-jesus,False
How I Do My Research,https://ehrmanblog.org/how-i-do-my-research/,"September 3, 2020",1361,barts-biography; readers-questions,,personal-autobiographical; reader-questions,False
Two More Answers from My Pop Quiz,https://ehrmanblog.org/two-more-answers-from-my-pop-quiz/,"September 2, 2020",1150,canonical-gospels; teaching-christianity,,canonical-gospels; teaching-scholarship,False
More Member Publications!,https://ehrmanblog.org/more-member-publications/,"August 31, 2020",1110,public-forum,,,True
Does Basic Information about the NT *Matter*?  My Pop Quiz,https://ehrmanblog.org/does-basic-information-about-the-nt-matter-my-pop-quiz/,"August 30, 2020",1404,canonical-gospels; reflections-ruminations; teaching-christianity,,canonical-gospels; faith-doubt-belief; teaching-scholarship; personal-autobiographical,False
Paul’s Ascent to Paradise.  Guest Post by James Tabor,https://ehrmanblog.org/pauls-ascent-to-paradise-guest-post-by-james-tabor/,"August 28, 2020",1486,book-discussions; greco-roman-religions-and-culture; paul-and-his-letters,,paul-and-letters; greco-roman-world; book-discussion,False
What Is the Unforgivable Sin?  Readers’ Mailbag.,https://ehrmanblog.org/what-is-the-unforgivable-sin-readers-mailbag/,"August 27, 2020",1309,afterlife; canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus; afterlife; reader-questions,False
My Faux Pop Quiz this Semester,https://ehrmanblog.org/my-faux-pop-quiz-this-semester/,"August 26, 2020",824,historical-jesus; teaching-christianity,,historical-jesus; teaching-scholarship,False
My Early Christian Apocrypha Seminar,https://ehrmanblog.org/my-early-christian-apocrypha-seminar/,"August 24, 2020",2426,early-christian-apocrypha; christianity-in-classroom; early-christian-writings; teaching-christianity,,christian-apocrypha; early-christianity; teaching-scholarship,False
At Last.  Jesus and the Son of Man.,https://ehrmanblog.org/at-last-jesus-and-the-son-of-man/,"August 23, 2020",1286,canonical-gospels; historical-jesus; readers-questions,,historical-jesus; canonical-gospels; reader-questions,False
Smith-Pettit Lecture – The History of Heaven and Hell,https://ehrmanblog.org/smith-pettit-lecture-the-history-of-heaven-and-hell/,"August 21, 2020",214,afterlife; book-discussions; public-forum; video-media,afterlife; heaven-and-hell; karin-franklin-peter; lindsay-hansen-park; smith-pettit; sunstone-education-foundation,afterlife; book-discussion; media-video,False
The Flukes of Life and My Teaching Career,https://ehrmanblog.org/the-flukes-of-life-and-my-teaching-career/,"August 20, 2020",930,barts-biography; reflections-ruminations,,faith-doubt-belief; personal-autobiographical; teaching-scholarship,False
“The Case for Christ”?  The New Testament Review Podcast,https://ehrmanblog.org/the-case-for-christ-the-new-testament-review-podcast/,"August 19, 2020",1282,history-of-biblical-scholarship; public-forum,,historical-method; teaching-scholarship; media-video,False
How Jesus’ Apocalyptic Teachings Were Changed (even in the NT),https://ehrmanblog.org/how-jesus-apocalyptic-teachings-were-changed-even-in-the-nt/,"August 17, 2020",1503,canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels; acts-and-revelation,False
Jesus in Scholarship and Film,https://ehrmanblog.org/jesus-in-scholarship-and-film/,"August 16, 2020",3044,public-forum; teaching-christianity,,historical-jesus; teaching-scholarship,False
A Podcast of Interest to You!  Guest post by Ian Mills and Laura Robinson,https://ehrmanblog.org/a-podcast-of-interest-to-you-guest-post-by-ian-mills-and-laura-robinson/,"August 14, 2020",1018,history-of-biblical-scholarship; public-forum,,historical-method; teaching-scholarship; media-video,False
Did Jesus Think He Would Be the Judge of the Earth?,https://ehrmanblog.org/did-jesus-think-he-would-be-the-judge-of-the-earth/,"August 13, 2020",1573,canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels,False
How Do You Know If Jesus Said That?,https://ehrmanblog.org/how-do-you-know-if-jesus-said-that/,"August 12, 2020",1787,historical-jesus,,historical-jesus,False
A Bit of a Shocker: Jesus and the Son of Man,https://ehrmanblog.org/a-bit-of-a-shocker-jesus-and-the-son-of-man/,"August 10, 2020",1275,canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels,False
Who Is the Son of Man?  From the Blog Readers’ Mailbag,https://ehrmanblog.org/who-is-the-son-of-man-from-the-blog-readers-mailbag/,"August 9, 2020",1166,canonical-gospels; historical-jesus; readers-questions,,historical-jesus; canonical-gospels; reader-questions; blog-community,False
The Opening Section of the Gospel of Judas,https://ehrmanblog.org/the-opening-section-of-the-gospel-of-judas/,"August 7, 2020",1237,early-christian-apocrypha; early-christian-writings; heresy-and-orthodoxy,,christian-apocrypha; early-christianity; canonical-gospels; heresy-orthodoxy,False
What is the Gospel of Judas About?,https://ehrmanblog.org/what-is-the-gospel-of-judas-about/,"August 5, 2020",1476,early-christian-apocrypha; heresy-and-orthodoxy,,christian-apocrypha; canonical-gospels; heresy-orthodoxy,False
Sethian Gnostics and the Gospel of Judas,https://ehrmanblog.org/sethian-gnostics-and-the-gospel-of-judas/,"August 4, 2020",1104,early-christian-writings; heresy-and-orthodoxy,,early-christianity; christian-apocrypha; canonical-gospels; heresy-orthodoxy,False
Will “All Israel” Be Saved? Really?  Guest Post by Jason Staples,https://ehrmanblog.org/will-all-israel-be-saved-really-guest-post-by-jason-staples/,"August 3, 2020",1837,jews-and-christians-in-antiquity; paul-and-his-letters,,hebrew-bible-judaism; paul-and-letters,False
Apology to the Blog,https://ehrmanblog.org/apology-to-the-blog/,"August 3, 2020",110,public-forum,,blog-community,False
What Is Gnosticism?,https://ehrmanblog.org/what-is-gnosticism/,"August 2, 2020",1532,heresy-and-orthodoxy; history-of-christianity-100-300ce,,early-christianity; christian-apocrypha; church-history; heresy-orthodoxy,False
Evangelicals Who Make the World A Better Place.  Guest Post by Robin Jones,https://ehrmanblog.org/evangelicals-who-make-the-world-a-better-place-guest-post-by-robin-jones/,"July 31, 2020",1560,public-forum,,,True
A Very Odd Story about the Baby Jesus,https://ehrmanblog.org/a-very-odd-story-about-the-baby-jesus/,"July 29, 2020",1226,early-christian-apocrypha,,christian-apocrypha; historical-jesus,False
When Paul Says “Israel” Does He Mean “The Jews”?  Guest Post by Jason Staples,https://ehrmanblog.org/when-paul-says-israel-does-he-mean-the-jews-guest-post-by-jason-staples/,"July 28, 2020",1696,jews-and-christians-in-antiquity; paul-and-his-letters,,hebrew-bible-judaism; paul-and-letters,False
Seeing the Gospel of Judas for the First Time,https://ehrmanblog.org/seeing-the-gospel-of-judas-for-the-first-time/,"July 27, 2020",1162,early-christian-apocrypha,,christian-apocrypha; canonical-gospels,False
Why Do Are So Many Textual Critics Evangelicals?   Readers’ Mailbag.,https://ehrmanblog.org/why-do-are-so-many-textual-critics-evangelicals-readers-mailbag/,"July 26, 2020",1842,new-testament-manuscripts; readers-questions,,textual-criticism; reader-questions; debates-and-critics,False
Did Paul Really Think “All Israel Will Be Saved”? Guest Post by Jason Staples,https://ehrmanblog.org/did-paul-really-think-all-israel-will-be-saved-guest-post-by-jason-staples/,"July 24, 2020",1720,jews-and-christians-in-antiquity; paul-and-his-letters,,paul-and-letters; hebrew-bible-judaism,False
When I Learned the Gospel of Judas Had Been Discovered,https://ehrmanblog.org/when-i-learned-the-gospel-of-judas-had-been-discovered/,"July 22, 2020",985,early-christian-apocrypha; early-christian-writings,,christian-apocrypha; early-christianity; canonical-gospels,False
